Value,Count,LC24_EVT_250,pad_5070,sections_2,EVT_NAME,EVT_PHYS,MAP_UNIT_S,MAP_UNIT_N,GAP_Sts
4753,95755.000000000000000,7125,2,71,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332D,Belt Mountains,2
4754,2.000000000000000,7968,2,143,Western Cool Temperate Wheat,Agricultural,M333C,Northern Rockies,2
4755,19731.000000000000000,7080,2,71,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M332D,Belt Mountains,2
4756,18780.000000000000000,7140,2,71,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,M332D,Belt Mountains,2
4757,55591.000000000000000,7139,2,71,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,M332D,Belt Mountains,2
4758,2.000000000000000,9309,2,141,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,331D,Northwestern Glaciated Plains,2
4759,613.000000000000000,9309,2,71,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M332D,Belt Mountains,2
4760,28879.000000000000000,9018,2,71,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M332D,Belt Mountains,2
4761,1154.000000000000000,9006,2,71,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M332D,Belt Mountains,2
4762,15976.000000000000000,7169,2,71,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,M332D,Belt Mountains,2
4763,4016.000000000000000,9012,2,71,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,M332D,Belt Mountains,2
4764,1772.000000000000000,9512,2,71,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,M332D,Belt Mountains,2
4765,9734.000000000000000,9828,2,71,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M332D,Belt Mountains,2
4766,35952.000000000000000,7045,2,71,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,M332D,Belt Mountains,2
4767,5303.000000000000000,7049,2,71,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M332D,Belt Mountains,2
4768,4892428.000000000000000,7166,3,71,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M332D,Belt Mountains,3
4769,10648.000000000000000,7053,2,71,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,M332D,Belt Mountains,2
4770,3104366.000000000000000,7050,3,71,Rocky Mountain Lodgepole Pine Forest,Conifer,M332D,Belt Mountains,3
4771,4435.000000000000000,7011,2,71,Rocky Mountain Aspen Forest and Woodland,Hardwood,M332D,Belt Mountains,2
4772,240557.000000000000000,7050,2,71,Rocky Mountain Lodgepole Pine Forest,Conifer,M332D,Belt Mountains,2
4773,74.000000000000000,7165,2,71,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,M332D,Belt Mountains,2
4774,1116272.000000000000000,7080,1,71,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M332D,Belt Mountains,4
4775,101143.000000000000000,7126,2,71,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332D,Belt Mountains,2
4776,713.000000000000000,7250,2,71,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M332D,Belt Mountains,2
4777,4017.000000000000000,9017,2,71,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M332D,Belt Mountains,2
4778,10.000000000000000,7126,3,143,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M333C,Northern Rockies,3
4779,113.000000000000000,7080,1,141,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,331D,Northwestern Glaciated Plains,4
4780,18993.000000000000000,9006,1,71,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M332D,Belt Mountains,4
4781,16545.000000000000000,7250,1,71,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M332D,Belt Mountains,4
4782,2294.000000000000000,9023,1,71,Western Great Plains Badlands,Sparsely Vegetated,M332D,Belt Mountains,4
4783,28720.000000000000000,9336,1,71,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,4
4784,126435.000000000000000,7045,3,71,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,M332D,Belt Mountains,3
4785,73613.000000000000000,7145,3,71,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M332D,Belt Mountains,3
4786,346798.000000000000000,7055,3,71,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M332D,Belt Mountains,3
4787,1038030.000000000000000,7126,3,71,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332D,Belt Mountains,3
4788,44177.000000000000000,7169,3,71,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,M332D,Belt Mountains,3
4789,1098.000000000000000,7922,1,71,Western Cool Temperate Developed Mixed Forest,Developed,M332D,Belt Mountains,4
4790,31793.000000000000000,7056,3,71,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M332D,Belt Mountains,3
4791,807.000000000000000,7902,1,71,Western Cool Temperate Urban Mixed Forest,Developed,M332D,Belt Mountains,4
4792,1057.000000000000000,9328,2,71,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,2
4793,8605.000000000000000,7735,4,70,North American Glacier and Ice Field,Snow-Ice,M332B,Northern Rockies and Bitterroot Valley,1
4794,153671.000000000000000,7140,1,71,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,M332D,Belt Mountains,4
4795,739.000000000000000,9336,2,71,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,2
4796,56.000000000000000,7968,2,71,Western Cool Temperate Wheat,Agricultural,M332D,Belt Mountains,2
4797,28.000000000000000,7080,2,141,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,331D,Northwestern Glaciated Plains,2
4798,212821.000000000000000,7140,3,71,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,M332D,Belt Mountains,3
4799,1318.000000000000000,7165,1,71,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,M332D,Belt Mountains,4
4800,52749.000000000000000,9309,1,71,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M332D,Belt Mountains,4
4801,367053.000000000000000,7299,1,71,Developed-Roads,Developed-Roads,M332D,Belt Mountains,4
4802,1796.000000000000000,9016,2,70,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated,M332B,Northern Rockies and Bitterroot Valley,2
4803,323.000000000000000,7144,2,70,Rocky Mountain Alpine Turf,Grassland,M332B,Northern Rockies and Bitterroot Valley,2
4804,50688.000000000000000,7297,1,71,Developed-Medium Intensity,Developed-Medium Intensity,M332D,Belt Mountains,4
4805,14159.000000000000000,7298,1,71,Developed-High Intensity,Developed-High Intensity,M332D,Belt Mountains,4
4806,43.000000000000000,7143,2,70,Rocky Mountain Alpine Fell-Field,Grassland,M332B,Northern Rockies and Bitterroot Valley,2
4807,4021.000000000000000,7965,2,71,Western Cool Temperate Close Grown Crop,Agricultural,M332D,Belt Mountains,2
4808,5.000000000000000,9336,2,141,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,331D,Northwestern Glaciated Plains,2
4809,758.000000000000000,7062,2,71,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332D,Belt Mountains,2
4810,134908.000000000000000,9328,1,71,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,4
4811,174334.000000000000000,7292,1,71,Open Water,Open Water,M332D,Belt Mountains,4
4812,580058.000000000000000,7965,1,71,Western Cool Temperate Close Grown Crop,Agricultural,M332D,Belt Mountains,4
4813,405.000000000000000,7057,2,70,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4814,13.000000000000000,7901,2,71,Western Cool Temperate Urban Evergreen Forest,Developed,M332D,Belt Mountains,2
4815,34.000000000000000,7296,2,71,Developed-Low Intensity,Developed-Low Intensity,M332D,Belt Mountains,2
4816,96340.000000000000000,7141,3,71,Northwestern Great Plains Mixedgrass Prairie,Grassland,M332D,Belt Mountains,3
4817,26767.000000000000000,7085,3,71,Northwestern Great Plains Shrubland,Shrubland,M332D,Belt Mountains,3
4818,62.000000000000000,7966,2,71,Western Cool Temperate Fallow/Idle Cropland,Agricultural,M332D,Belt Mountains,2
4819,12421.000000000000000,9006,3,71,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M332D,Belt Mountains,3
4820,126648.000000000000000,7292,3,71,Open Water,Open Water,M332D,Belt Mountains,3
4821,65669.000000000000000,7011,3,71,Rocky Mountain Aspen Forest and Woodland,Hardwood,M332D,Belt Mountains,3
4822,88157.000000000000000,9828,3,71,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M332D,Belt Mountains,3
4823,7455.000000000000000,7056,2,71,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M332D,Belt Mountains,2
4824,31482.000000000000000,9516,3,71,Northwestern Great Plains Riparian Herbaceous,Riparian,M332D,Belt Mountains,3
4825,921.000000000000000,9515,3,71,Northwestern Great Plains Riparian Shrubland,Riparian,M332D,Belt Mountains,3
4826,52.000000000000000,9336,1,141,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,331D,Northwestern Glaciated Plains,4
4827,8274.000000000000000,9309,3,71,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M332D,Belt Mountains,3
4828,204258.000000000000000,7963,1,71,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,M332D,Belt Mountains,4
4829,738819.000000000000000,7967,1,71,Western Cool Temperate Pasture and Hayland,Agricultural,M332D,Belt Mountains,4
4830,4.000000000000000,7921,2,71,Western Cool Temperate Developed Evergreen Forest,Developed,M332D,Belt Mountains,2
4831,152246.000000000000000,7966,1,71,Western Cool Temperate Fallow/Idle Cropland,Agricultural,M332D,Belt Mountains,4
4832,25.000000000000000,7904,2,71,Western Cool Temperate Urban Shrubland,Developed,M332D,Belt Mountains,2
4833,16530.000000000000000,7250,3,71,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M332D,Belt Mountains,3
4834,362383.000000000000000,7080,3,71,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M332D,Belt Mountains,3
4835,19435.000000000000000,9328,3,71,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,3
4836,821.000000000000000,7165,3,71,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,M332D,Belt Mountains,3
4837,11204.000000000000000,7062,1,71,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332D,Belt Mountains,4
4838,4433.000000000000000,7900,1,71,Western Cool Temperate Urban Deciduous Forest,Developed,M332D,Belt Mountains,4
4839,39214.000000000000000,7299,3,71,Developed-Roads,Developed-Roads,M332D,Belt Mountains,3
4840,521.000000000000000,7735,3,70,North American Glacier and Ice Field,Snow-Ice,M332B,Northern Rockies and Bitterroot Valley,3
4841,23.000000000000000,7902,3,71,Western Cool Temperate Urban Mixed Forest,Developed,M332D,Belt Mountains,3
4842,1090.000000000000000,7903,3,71,Western Cool Temperate Urban Herbaceous,Developed,M332D,Belt Mountains,3
4843,6398.000000000000000,9336,3,71,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,3
4844,48.000000000000000,7900,3,71,Western Cool Temperate Urban Deciduous Forest,Developed,M332D,Belt Mountains,3
4845,33779.000000000000000,7965,3,71,Western Cool Temperate Close Grown Crop,Agricultural,M332D,Belt Mountains,3
4846,42.000000000000000,7920,3,71,Western Cool Temperate Developed Deciduous Forest,Developed,M332D,Belt Mountains,3
4847,37.000000000000000,7922,3,71,Western Cool Temperate Developed Mixed Forest,Developed,M332D,Belt Mountains,3
4848,1944.000000000000000,7070,3,70,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,3
4849,1042.000000000000000,7924,3,71,Western Cool Temperate Developed Herbaceous,Developed,M332D,Belt Mountains,3
4850,36197.000000000000000,7967,3,71,Western Cool Temperate Pasture and Hayland,Agricultural,M332D,Belt Mountains,3
4851,33422.000000000000000,7968,3,71,Western Cool Temperate Wheat,Agricultural,M332D,Belt Mountains,3
4852,256.000000000000000,7298,3,71,Developed-High Intensity,Developed-High Intensity,M332D,Belt Mountains,3
4853,1356.000000000000000,7296,3,71,Developed-Low Intensity,Developed-Low Intensity,M332D,Belt Mountains,3
4854,298.000000000000000,7901,3,71,Western Cool Temperate Urban Evergreen Forest,Developed,M332D,Belt Mountains,3
4855,520.000000000000000,7923,3,71,Western Cool Temperate Developed Shrubland,Developed,M332D,Belt Mountains,3
4856,731.000000000000000,7297,3,71,Developed-Medium Intensity,Developed-Medium Intensity,M332D,Belt Mountains,3
4857,250.000000000000000,7921,3,71,Western Cool Temperate Developed Evergreen Forest,Developed,M332D,Belt Mountains,3
4858,38232.000000000000000,7055,1,71,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M332D,Belt Mountains,4
4859,583.000000000000000,7904,3,71,Western Cool Temperate Urban Shrubland,Developed,M332D,Belt Mountains,3
4860,1495.000000000000000,7920,1,71,Western Cool Temperate Developed Deciduous Forest,Developed,M332D,Belt Mountains,4
4861,19274.000000000000000,9015,1,71,Northwestern Great Plains Riparian Forest,Riparian,M332D,Belt Mountains,4
4862,6412.000000000000000,7066,1,71,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,M332D,Belt Mountains,4
4863,128.000000000000000,9829,3,71,Western North American Ruderal Wet Meadow & Marsh,Riparian,M332D,Belt Mountains,3
4864,297.000000000000000,9011,1,71,North American Arid West Emergent Marsh,Riparian,M332D,Belt Mountains,4
4865,466539.000000000000000,9514,1,67,Northwestern Great Plains Floodplain Herbaceous,Riparian,331K,North Central Highlands,4
4866,39592.000000000000000,9513,1,67,Northwestern Great Plains Floodplain Shrubland,Riparian,331K,North Central Highlands,4
4867,152233.000000000000000,9014,1,67,Northwestern Great Plains Floodplain Forest and Woodland,Riparian,331K,North Central Highlands,4
4868,11100.000000000000000,7053,1,67,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,331K,North Central Highlands,4
4869,6111.000000000000000,7295,1,67,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,331K,North Central Highlands,4
4870,875.000000000000000,7053,3,67,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,331K,North Central Highlands,3
4871,3055.000000000000000,9025,3,67,Western Great Plains Closed Depression Wetland,Riparian,331K,North Central Highlands,3
4872,9.000000000000000,7094,3,67,Western Great Plains Sandhill Steppe,Shrubland,331K,North Central Highlands,3
4873,72.000000000000000,7080,1,67,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,331K,North Central Highlands,4
4874,24358.000000000000000,7385,1,71,Great Plains Wooded Draw and Ravine Woodland,Riparian,M332D,Belt Mountains,4
4875,4765.000000000000000,9515,1,71,Northwestern Great Plains Riparian Shrubland,Riparian,M332D,Belt Mountains,4
4876,326.000000000000000,9514,3,71,Northwestern Great Plains Floodplain Herbaceous,Riparian,M332D,Belt Mountains,3
4877,12027.000000000000000,9514,1,71,Northwestern Great Plains Floodplain Herbaceous,Riparian,M332D,Belt Mountains,4
4878,3502.000000000000000,9014,1,71,Northwestern Great Plains Floodplain Forest and Woodland,Riparian,M332D,Belt Mountains,4
4879,13288.000000000000000,7153,1,71,Inter-Mountain Basins Greasewood Flat,Shrubland,M332D,Belt Mountains,4
4880,674.000000000000000,9023,3,71,Western Great Plains Badlands,Sparsely Vegetated,M332D,Belt Mountains,3
4881,462.000000000000000,7148,1,71,Western Great Plains Sand Prairie,Grassland,M332D,Belt Mountains,4
4882,3718.000000000000000,9816,3,71,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous,M332D,Belt Mountains,3
4883,2889.000000000000000,7385,3,71,Great Plains Wooded Draw and Ravine Woodland,Riparian,M332D,Belt Mountains,3
4884,593.000000000000000,9513,1,71,Northwestern Great Plains Floodplain Shrubland,Riparian,M332D,Belt Mountains,4
4885,2991.000000000000000,9015,3,71,Northwestern Great Plains Riparian Forest,Riparian,M332D,Belt Mountains,3
4886,95.000000000000000,9014,3,71,Northwestern Great Plains Floodplain Forest and Woodland,Riparian,M332D,Belt Mountains,3
4887,1845.000000000000000,9025,1,71,Western Great Plains Closed Depression Wetland,Riparian,M332D,Belt Mountains,4
4888,510.000000000000000,9027,1,71,Western Great Plains Open Freshwater Depression Wetland,Riparian,M332D,Belt Mountains,4
4889,3216.000000000000000,9024,3,71,Western Great Plains Cliff and Outcrop,Sparsely Vegetated,M332D,Belt Mountains,3
4890,129434.000000000000000,7964,1,71,Western Cool Temperate Row Crop,Agricultural,M332D,Belt Mountains,4
4891,279188.000000000000000,7179,1,71,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Conifer,M332D,Belt Mountains,4
4892,4074.000000000000000,9316,3,71,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,3
4893,4699.000000000000000,7125,4,141,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,331D,Northwestern Glaciated Plains,1
4894,2.000000000000000,9025,2,141,Western Great Plains Closed Depression Wetland,Riparian,331D,Northwestern Glaciated Plains,2
4895,3.000000000000000,9514,4,141,Northwestern Great Plains Floodplain Herbaceous,Riparian,331D,Northwestern Glaciated Plains,1
4896,215838.000000000000000,7085,2,67,Northwestern Great Plains Shrubland,Shrubland,331K,North Central Highlands,2
4897,1942807.000000000000000,7125,2,67,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,331K,North Central Highlands,2
4898,998608.000000000000000,7141,2,67,Northwestern Great Plains Mixedgrass Prairie,Grassland,331K,North Central Highlands,2
4899,1224966.000000000000000,7179,2,67,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Conifer,331K,North Central Highlands,2
4900,48813.000000000000000,7292,2,67,Open Water,Open Water,331K,North Central Highlands,2
4901,35404.000000000000000,9516,2,67,Northwestern Great Plains Riparian Herbaceous,Riparian,331K,North Central Highlands,2
4902,15361.000000000000000,9515,2,67,Northwestern Great Plains Riparian Shrubland,Riparian,331K,North Central Highlands,2
4903,9528.000000000000000,9514,2,67,Northwestern Great Plains Floodplain Herbaceous,Riparian,331K,North Central Highlands,2
